pdf_file,causal_sentence
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,those high on the dimension of anxious attachment tend to be concerned about the possibility of further social harm resulting from calls for support because they tend to doubt their acceptability to others.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"as a result, anxiously attached individuals are hypervigilant for signs of rejection."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"although these individuals strongly desire support and validation from others, they also fear that pursuing support will lead to rejection."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,those high on the dimension of avoidant attachment doubt the availability of support because they view others as unreliable.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,avoidantly attached individuals tend to be uncomfortable turning to others for support because they do not expect such calls for support to be helpful in relieving distress.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"those who are less secure in the availability of quality support respond in a more defensive fashion, withholding expressions of vulnerability to reduce the risk of further social harm or disappointing support provision."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"first, those who report higher pain thresholds at baseline (ie, before exclusion) should be more likely to view subsequent pain reports as having a socially expressive function."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, when belongingness needs are heightened by social exclusion, those with high baseline pain thresholds should seek to resolve their social needs through subsequent pain threshold performance, more so than those with low baseline pain thresholds."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"second, the performance of those with high baseline pain thresholds should depend on their level of attachment security."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,those with low levels of security should be hesitant to reveal vulnerability and should thus report relatively high post manipulation pain thresholds.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,such a display of invulnerability should help ease concerns about rejection for insecure individuals.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"those with high levels of security should be comfortable with vulnerability following exclusion and, thus, should report relatively low pain thresholds."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,low pain threshold reports may be used by secure individuals as a means of recruiting care and concern.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"after 4 min, if a participant had not yet removed her or his arm from the cold water, the cold pressor task was ended (participants were not informed of the time limit before the task)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,further ratings were not included because participant attrition limited the data points available.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"pain tolerance: when participants removed their arm from the cold water, the number of seconds elapsed after immersion in the water was recorded as pain tolerance."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"the asq focuses on relationships in general rather than romantic relationships, which makes it more appropriate for adolescent and young adult populations, who may have less experience with serious, romantic relationships (27)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"because there were no consistent two-variable interaction effects across studies, interactions at the twovariable level will not be reported in any study for the sake of brevity."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"a main effect of anxious attachment was also found, such that higher anxious attachment was related to a more negative mood, β=-0.330, p=0.009, r2=0.083."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,discussion the results of study 1 suggested that individuals who reported higher pain thresholds in the baseline pain task were more likely to adjust their subsequent pain threshold reports across experimental conditions than those who reported low baseline pain thresholds.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"these results were found while controlling for both baseline and post manipulation pain tolerance, suggesting that the effects are more attributable to displays of pain than variation in experienced pain intensity."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,these data are consistent with the hypothesis that those with high baseline pain thresholds use pain threshold reports to regulate social needs.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"the reaction of those with high baseline pain thresholds to social exclusion appeared to depend on levels of anxious, but not avoidant, attachment (see general discussion for consideration of this point)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,those with high baseline pain thresholds and low anxious attachment reported significantly lower post manipulation pain thresholds in the exclusion condition than in the inclusion condition.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,these participants appeared to respond to exclusion with a display of vulnerability to pain.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"conversely, although the trend did not reach significance, those with high baseline pain thresholds and high anxious attachment reported somewhat higher post manipulation pain thresholds in the exclusion condition than in the inclusion condition."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"this is consistent with a show of invulnerability to pain, although the weakness of the effect renders its reliability questionable."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"the exclusion manipulation did not influence participants' reports of discomfort or pain tolerance, suggesting the relatively manipulable nature of pain threshold reports are especially targeted as a means of regulating social needs."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"furthermore, baseline pain threshold was unrelated to mood, either alone or in interaction with other variables, suggesting that mood cannot account for these effects."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"study 1, then, provides some support for the argument that pain threshold reports can be used to satisfy social concerns."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"although statistical support was weak in the case of those with high anxious attachment, this may be a function of the nature of the control condition."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"anxiously attached individuals, who are hypervigilant for cues of rejection, may have subjectively experienced noninclusion even when receiving their fair share of throws (ie, 10 or one-quarter of the throws)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"that is, watching 30 of 40 throws go to other participants may have led to some feelings of exclusion (note that the manipulation check asked about the degree of inclusion by other players rather than subjective feelings of inclusion)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"it is possible, then, that anxiously attached individuals in the present study experienced heightened belongingness needs in both the inclusion and exclusion conditions."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"incorporating a different manipulation allowed not only increased precision, but the opportunity to examine general iz ability across different op e rationalizations of social exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"as with the trend in study 1, those with high baseline pain thresholds and high anxious attachment reported particularly high post manipulation pain thresholds in the exclusion condition, relative to the control condition."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,that this effect is significant when using a more asocial control condition in study 2 suggests that the small effect in study 1 may be a result of the control condition raising belongingness concerns for anxiously attached individuals.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, this result may best be framed as suggesting that those with high baseline pain thresholds and high anxious attachment may not, under normal conditions, be motivated to maintain the appearance of pain insensitivity across trials."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"it may also be possible that these individuals, as they become more comfortable with the experimental setting, become increasingly motivated to report low pain thresholds to recruit sympathy."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,see the terms and conditions https online library wiley com terms and conditions on wiley online library for rules of use; oa articles are governed by the applicable creative commons license attached individuals experience conflict between fears of rejection and desire for support.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"perhaps, for those in the control condition, fears of rejection were more salient early in the unfamiliar laboratory environment, but desire for support became more salient as their sense of comfort increased."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"conversely, those who recalled exclusion appeared to have been motivated to continue the appearance of low sensitivity to pain, possibly reflecting continued salience of their rejection fears."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,this suggests that the reactivity to social exclusion of those with high baseline pain thresholds may be limited to those with high anxious attachment.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"second, those with low baseline pain thresholds and high anxious attachment reported significantly lower pain thresholds in the exclusion condition than in the control condition in study 2 only."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,this finding may reflect some degree of vulnerability display following social exclusion.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"because these two effects differed from study 1, replication in a third study was needed for confidence in their reliability."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"this again suggests that the manipulation affected participants' motivation to regulate their appearance of sensitivity to pain, but did not affect their ability to withstand the painful stimulus."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,one potential criticism of the results of study 2 is that the difference across conditions for those with high baseline pain thresholds and high anxious attachment may be due to the effect of the control rather than the exclusion condition.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, there may be something about thinking about television viewing that causes this effect, rather than something about considering a past rejection."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,it is possible that there is some feature of the cold pressor task that may be necessary for exclusion to affect pain threshold.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"second, the measure of discomfort was eliminated to reduce any cognitive load that may have distracted participants and caused them to forget the task instructions."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,this question was meant to focus participants on a stressful topic to create some equivalence with the stress that may arise from writing about rejection.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,the pattern of the data suggests that anxiously attached individuals with high baseline pain thresholds responded to a reminder of exclusion by appearing insensitive to pain.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"the present study also suggests that the effect cannot be attributed to some peculiarity of the television control condition used in study 2, because control participants were asked to write about a different topic in the current study - a stressful examination experience."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"as in study 2, individuals with high baseline pain thresholds and high anxious attachment who were randomly assigned to the control condition appeared to report particularly low post manipulation pain thresholds."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"that this pattern was found using two distinctly different control conditions suggests that those with high baseline pain thresholds and high anxious attachment may normally shift from a low vulnerability display to a high vulnerability display as time passes, without the presence of social exclusion reminders."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"as noted previously, this may reflect a change from the salience of rejection concerns to the salience of desire for support."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"however, those reminded of exclusion may have kept their original rejection concerns salient and reported higher post manipulation pain thresholds in a display of invulnerability"
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"given that the manipulation again had no effect on pain tolerance, the effect of exclusion seems to be on the appearance of insensitivity to pain, rather than on a change in experienced pain intensity."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,study 3 also showed that individuals with high baseline pain thresholds and low anxious attachment reported significantly lower post manipulation pain thresholds in the exclusion condition than in the control condition.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"a significant effect was also found for those with low baseline pain thresholds and low anxious attachment, such that higher pain thresholds were reported in the exclusion condition than in the control condition."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in all three studies, random assignment to social exclusion experiences led to changes in reports of pain threshold, but not of pain tolerance."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, some of the variance in pain threshold measures not accounted for by pain intensity may result from the distortion of pain threshold reports to compensate for psychological threats."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"across three studies, those with high baseline pain thresholds and high anxious attachment reported particularly high post manipulation pain thresholds following social exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"anxiously attached individuals are chronically hypervigilant for rejection, but crave support (24)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in this light, the high pain thresholds reported only in the social exclusion conditions appear to represent a protective display of low vulnerability in response to the salience of rejection fears."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in two of three studies, those with high baseline pain thresholds and low anxious attachment reported lower pain thresholds following social exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,such admission of vulnerability is consistent with the mindset of those who expect supportive responses to signs of distress.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"that these effects across condition were evident for the reporting of pain threshold, but not pain tolerance, suggests that those with high baseline pain thresholds subjectively altered their pain threshold reports to satisfy relational needs that were heightened by the social exclusion experience."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"understanding the role of pain threshold reports in the satisfaction of psychological needs, such as belongingness, may help clarify some unsettled questions in the pain literature."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"evidence suggests that these pain threshold reports cannot be accounted for by the effects of malnutrition (32), peripheral neuropathy (33), or physiological markers such as heart rate and blood pressure (31), and are not affected by the administration of opiate antagonists (34)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"because high pain threshold reports continue following recovery from bulimia nervosa (35), factors related to the satisfaction of stable psychological needs may be responsible."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"the high pain threshold reports of those with eating disorders, therefore, may reflect distorted reports that serve to satisfy interpersonal insecurities - by displaying low vulnerability - and needs for an image of high self-control by exhibiting the ability to withstand physical pain."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"similarly, although depressed individuals experience higher levels of clinical pain, a meta-analysis of experimental research shows that depression is associated with higher experimental pain thresholds (37)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"given the strong link between depression and higher levels of anxious attachment (38), the high pain threshold reports of depressed individuals may represent a display of invulnerability in what may be seen as a nonsupportive and threatening interpersonal context."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"although no specific predictions were made in the current studies about what form of attachment insecurity may influence pain reports, the present results suggest that anxious attachment plays a more important role than avoidant attachment in influencing reports of pain threshold."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in general, avoidantly attached individuals are not emotionally expressive, do not see relationships as a means for regulating distress and do not easily trust others (27)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"perhaps, then, these individuals were seemingly unresponsive to the different social circumstances across experimental conditions because expressions of vulnerability to a stranger are not seen by them as relevant to the regulation of pain-related distress."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"avoidantly attached individuals may, instead, regulate such distress intrapersonally (eg, by cognitively suppressing it; 24), in a manner that is not affected by the social environment."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,dewall and baumeister (39) showed that individuals randomly assigned to receive feedback suggesting that their lives would be plagued by loneliness demonstrated higher pain thresholds and tolerance relative to those in control conditions.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,the demonstration of the effect on pain tolerance suggests that this feedback led to a decrease in experienced pain intensity and not just distorted self-reports.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in fact, a number of social animals have been shown to respond to social isolation with decreased pain sensitivity (40)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"however, the present research appears to demonstrate that not all forms of social exclusion lead to such analgesic responses."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"those in dewall and baumeister's research (39) were told their loneliness would be life-long and inevitable, whereas participants in the current research experienced more transient forms of exclusion."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"more generally, pain researchers should be aware of the growing body of work suggesting that the emotional experience of hurt feelings activates aspects of physical pain affect systems (41)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"perhaps most importantly, there is no direct evidence that suggests why those with higher baseline pain thresholds appeared more reactive to the social exclusion manipulation."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"indeed, these beliefs may not be held consciously and/or may not be formed until participants engage in baseline pain sensitivity tasks."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,past research has provided some suggestion that conscious beliefs about pain are not predictive of performance on experimental pain tasks.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"however, construction of more reliable, multi-item pain belief measures for future research may provide a better window into the motivations of those with high baseline pain thresholds."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in addition, the one-trial method of pain measurement (ie, completion of the cold pressor or finger pressure task only once to measure pain threshold and tolerance) used in the present research may limit its reliability and may account for some of the variability across studies."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, more reliable measurement techniques support the conclusion that those with high baseline pain thresholds appear to respond to psychological threats through adjustments of subsequent pain threshold reports."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,supplementary analyses (available on request) revealed that controlling for sex did not influence the pattern of results.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"in the work on mortality salience, macdonald (unpublished data) similarly found that controlling for the variance accounted for by gender did not change the influence of baseline pain threshold on subsequent pain sensitivity measures, nor did gender significantly interact with baseline pain threshold (although the interaction analyses were similarly underpowered)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,it is possible that the experience of pain measurement may have contaminated responses to the attachment questionnaires.
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"furthermore, attachment theory suggests that individuals' attachment models are activated by the experience of distress (24)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, it is arguable that measuring the attachment dimensions following a pain experience may provide a more accurate means of assessing the attachment concerns that arise in the context of acute or chronic pain than those taken before pain trials."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"overall, the present research suggests that some of the reliable, unique variance in pain threshold measures not associated with experienced pain intensity may represent the use of pain reports for the satisfaction of psychological needs, including belongingness."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,past research has shown that participants are less likely to report embarrassing behaviour (as some may perceive the admission of pain) even when a researcher has only potential access to their responses (42).
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"thus, researchers who wish to control for social influences in experimental pain research may need to devise methods to ensure high degrees of privacy and anonymity for participants."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"however, real-life pain is itself a social experience, and the current research provides some insight into factors that may shape the communication of painful states."
/content/drive/MyDrive/Datasets/Third_dataset/pdf58.pdf,"whereas experienced pain intensity may be an important aspect of maintaining physical integrity, the communication of pain appears important for at least some individuals' psychological integrity."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"girls who were ostensibly ignored during the game demonstrated poorer cognitive performance than those who were included by their coplayers, while boys did not."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"in the adult literature, there is growing evidence that social exclusion-or ostracism-may be a particularly noxious aspect of correspondence should be addressed to david hawes, school of psychology, the university of sydney, sydney, nsw 2006, australia."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"in childhood, ostracism has been conceptualized as a non confrontational form of behavioural rejection that communicates peer dislike for a child, and restricts access to the social and instrumental resources that may be found in peer activities (e.g., buhs, ladd, & herald, 2006; gazzelle & druhen, 2009)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"exposure to peer rejection and victimization in childhood has been associated with poor academic performance (e.g., wentzel & caldwell, 1997), withdrawal from classroom participation (e.g., buhs et al., 2006; parker, & asher, 1987) and aggression (e.g., mcdougall, hymel, vaillancourt, & mercer, 2001)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"importantly, however, the consequences of peer exclusion on children's developmental trajectories appear to be distinct from those associated with other forms of peer victimization."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"found that different forms of classroom disengagement evolve from chronic peer exclusion versus chronic peer abuse (i.e., physical and verbal aggression)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"whereas chronically abused children were more likely than their peers to avoid the school context, chronically excluded children were more likely to become disengaged from classroom activities."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"furthermore, it was found that chronic peer exclusion strongly mediated the association between peer group rejection in kindergarten and children's poor achievement during the middle-school years."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,it has been proposed that chronic exposure to peer exclusion may impact adversely on children's social and academic functioning through a number of processes.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"in addition to limiting children's access to, and participation in, classroom activities, chronic peer exclusion may function as a persistent signal to classmates that particular children are not integral members of the classroom peer group."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"this may in turn further restrict interactions with peers in contexts outside of the classroom (buhs et al., 2006; coie, 1990)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"excluded children may then respond by devaluing their relationships with peer group members and escalating their attempts to withdraw from classroom activities and interactions in which exclusion occurs (baumeister & leary, 1995; leary, 2001)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"however while it seems likely that ostracism may disrupt academic achievement through processes such as these, there is emerging evidence to suggest that ostracism may also impact more directly on the cognitive processes on which academic achievement relies."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"while performance on tasks requiring effortful control (e.g., logical reasoning or extrapolation from memorized information) were significantly disrupted by the threat of social exclusion, performance on tasks involving direct retrieval of information (e.g., free recall of word stimuli) was not affected."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"while social exclusion has been shown to elicit emotional arousal in both adults and children (e.g., abrams, weick, thomas, colbe, & franklin, 2011; williams, cheung, & choi, 2000), such arousal was not found to account for the effects of exclusion on cognitive processes reported by baumeister et al."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"it was speculated, rather, that individuals may respond to the aversive impact of social exclusion by allocating self-regulatory resources to the management of this impact."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"experimental research has also shown that in both adults and children, the aversive experience of ostracism threatens four key domains conceptualized by williams (2007) as ''primary human needs ' ' belonging ness control, self-esteem, and meaningful existence (abrams et al., 2011; williams et al., 2000)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,belongingness refers to the need to feel wanted and included by others.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"the need for a meaningful existence is essentially the need for a sense that ''i exist and i matter'', with ostracized individuals often reporting a feeling of invisibility (williams, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"self-esteem-a feeling of positivity toward oneself-has been conceptualized in the ostracism literature as a gauge of relational valuation that, when low, signals to the individual that changes must be made to improve inclusionary status."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"finally, the need for control refers to the need to feel that one has an impact on others or a group (williams, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,proposed that efforts to suppress distress following experiences of exclusion may in turn monopolize some of the executive functions necessary for effortful cognitive operations.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"there is also evidence that the relation between friendship features and social exclusion differs for boys and girls depending on the social context (underwood & buhrmester, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"if the impact of ostracism on cognitive processes previously observed in adulthood begins in childhood, it may function to amplify the social and academic difficulties experienced by excluded children, and account in part for the poor achievement outcomes associated with exclusion (e.g., buhs et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"showed that in children aged 8-14 years, ostracism induced by cyberball threatened the same primary needs as in adults, while masten et al."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,found that patterns of neural activation shown by adolescents in response to cyberball are consistent with those associated with ostracism in adults.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"there is also evidence that working memory deficits are related to social problems in children (e.g., alloway et al., 2005), and problems in dynamic social decoding-the ability to rapidly interpret nonverbal social and emotional cues in others (phillips, tunstall, & channon, 2007)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"in line with the adult data, we also predicted that these effects would be most pronounced on cognitive tasks that place demands on executive functions (backward digit recall/span), and that basic ones involving only simple recall (forward digit recall/span) would remain largely unaffected."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"based on existing evidence that girls are more likely to experience exclusionary gestures than boys (underwood et al., 2004), it was further predicted that the effects of ostracism on cognitive performance would be more prominent among girls than boys."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"while ostracism in the real world can often occur in circumstances beyond the game-playing scenario represented in cyberball (e.g., not being invited to a birthday party), there is evidence that individuals' experiences of ostracism in this paradigm do relate to realworld social experiences."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"our pilot testing indicated that children became too restless distracted to engage in the 40 ball-tosses typically administered with adults; the optimal number of tosses for children was found to be 20, which was ultimately adopted for the current study."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"as such, while boys and girls differed on this subtest more in the exclusion condition than in the inclusion condition, scores within each gender group did not differ significantly as a function of ostracism."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,we found that ostracized children reported a greater threat to primary needs than their included peers.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,s (2011) finding that the experience of ostracism in cyberball evokes negative mood states in children.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"while it remains unclear precisely how the effects of ostracism may change across development, it has been proposed that humans are hardwired to respond to ostracism in this way (e.g., williams & zadro, 2005)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"in adults, the experience of ostracism has been shown to not only adversely affect mood and threaten primary needs, but also to disrupt cognitive processes (baumeister et al., 2002)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"girls who were ostracized in cyberball demonstrated poorer cognitive performance immediately following this experience than those who were included by their co-players, while boys did not."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"there may be various explanations as to why, in contrast to previous adult data, cognitive processes under effortful control were not found to be disrupted by ostracism in our sample."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"due to the limitations of the study, it is premature to interpret these divergent findings as reflecting developmental differences in the effects of ostracism on adults versus children."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,it is possible the disruptions to cognitive processes produced by cyberball were less enduring than those produced by baumeister et al.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,it is therefore possible that the executive functions previously found to be disrupted by ostracism in adults may include those not specifically indexed in the current cognitive test battery.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"likewise, given that cyberball operationalizes ostracism in terms of only one type of social context, it is also possible that ostracism in other contexts may produce somewhat different effects on child cognition."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,our finding that ostracism disrupted girls' cognitive performance presents implications for conceptualizing the mechanisms through which peer exclusion confers risk for poor child outcomes throughout the school-age years.
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"previous research has found that children subject to frequent exclusion by peers are at risk of becoming disengaged from classroom activities, and exhibit poor academic achievement in later years (buhs et al., 2006)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"this risk is not surprising given that peer ostracism in the school context would, by definition, be expected to directly prevent children from fully participating in classroom learning activities."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"however, our data suggest that interactions involving ostracism in the classroom may also compromise some children's capacity to absorb the educational material presented in class."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"not only do girls rely more on relational aggression than boys to express anger and dislike for peers, but there is also evidence to suggest that girls are more likely to engage in rumination strategies following negative events particularly those involving social exclusion (paquette & underwood, 1999)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"it is also interesting to note that despite the gender-specific effect of ostracism on cognitive performance, both boys and girls appeared to be equally threatened by the experience of ostracism in cyberball."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"williams and sommer (1997), for example, found that while the effects of ostracism on primary needs was not moderated by gender, men and women demonstrated distinct behavioural responses following experimentally induced ostracism."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"they found that women were more likely to socially compensate (i.e., work harder on collective tasks), whereas men were more likely to engage in social loafing (williams & sommer, 1997)."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"such evidence suggests that while the girls in our study were just as threatened as the boys by ostracism, the way in which they responded to this threat involved somewhat distinct (cognitive) processes."
/content/drive/MyDrive/Datasets/Third_dataset/pdf39.pdf,"it is possible, for example, that a larger sample may have provided the power to detect additional gender interactions."
